Year,Units,Manufacturing category,Manufacturing subcategory,Manufacturing description,Value
2004,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",,301.9662921
2004,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of fabricated metal products, excluding weapons and ammunition",258.013291
2004,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of weapons and ammunition,43.85291841
2004,Per capita (£m),"Manufacturing of computer, electronic and optical products",,,161.7670608
2004,Per capita (£m),"Manufacturing of computer, electronic and optical products","Manufacture of computer, electronic and optical products",,161.7670608
2004,Per capita (£m),Manufacture of electrical equipment,,,97.08025301
2004,Per capita (£m),Manufacture of electrical equipment,Manufacture of electrical equipment,,97.08025301
2004,Per capita (£m),Manufacture of machinery and equipment  N.E.C.,,,188.0220983
2004,Per capita (£m),Manufacture of machinery and equipment  N.E.C.,Manufacture of machinery and equipment N.E.C.,,188.0220983
2004,Per capita (£m),Manufacture of transport equipment,,,264.635432
2004,Per capita (£m),Manufacture of transport equipment,"Manufacture of motor vehicles, trailers and semi-trailers",,192.6259041
2004,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,,94.96183512
2004,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Building of ships and boats,16.36352718
2004,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of air and spacecraft and related machinery,70.12463637
2004,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of other transport equipment,10.9924204
2004,Per capita (£m),Other manufacturing and repair,,,242.8674371
2004,Per capita (£m),Other manufacturing and repair,Manufacture of furniture,,66.97203021
2004,Per capita (£m),Other manufacturing and repair,Other manufacturing,,85.90434759
2004,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,,92.44308628
2004,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of ships and boats,4.220155328
2004,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of aircraft and spacecraft,30.6753583
2004,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Rest of repair; installation,60.5166938
2005,Per capita (£m),,,,2885.026973
2005,Per capita (£m),"Manufacture of food products, beverages and tobacco",,,424.6415938
2005,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,,337.7401996
2005,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Processing and preserving of meat and production of meat products,51.04836187
2005,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",48.43304372
2005,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of vegetable and animal oils and fats,5.710663049
2005,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of dairy products,16.8671468
2005,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Manufacture of grain mill products, starches and starch products",26.94770853
2005,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of bakery and farinaceous products,57.35492019
2005,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of other food products,128.2333526
2005,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of prepared animal feeds,12.31516901
2005,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,,68.34587748
2005,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of alcoholic beverages,55.60033966
2005,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of soft drinks; production of mineral waters and other bottled waters,14.91393451
2005,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of tobacco products,20.26043934
2005,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",,,124.7076389
2005,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of textiles  ,,69.52111538
2005,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of wearing apparel,,47.7874905
2005,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of leather and related products,,9.269482051
2005,Per capita (£m),"Manufacture of wood and paper products, and printing",,,238.0601622
2005,Per capita (£m),"Manufacture of wood and paper products, and printing","Manufacture of wood and products of wood and cork, except furniture; manufacture of articles of straw",,53.53125885
2005,Per capita (£m),"Manufacture of wood and paper products, and printing",Manufacture of paper and paper products  ,,74.56967257
2005,Per capita (£m),"Manufacture of wood and paper products, and printing",Printing and reproduction of recorded media,,109.810257
2005,Per capita (£m),"Manufacture of coke, and refined petroleum products",,,72.08677559
2005,Per capita (£m),"Manufacture of coke, and refined petroleum products",Manufacture of coke and refined petroleum products,,72.08677559
2005,Per capita (£m),Manufacture of chemicals and chemical products,,,193.0204111
2005,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,,193.0204111
2005,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of industrial gases, inorganics and fertilisers (inorganic chemicals)",25.2262333
2005,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of petrochemicals,58.36463163
2005,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of dyestuffs, agro-chemicals",21.25359813
2005,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",27.65947233
2005,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of soap and detergents, cleaning and polishing, perfumes and toilet preparations",35.85303236
2005,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of other chemical products,36.71376998
2005,Per capita (£m),Manufacture of basic pharmaceutical products and pharmaceutical preparations,,,256.4335999
2005,Per capita (£m),Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of basic pharmaceutical products and pharmaceutical preparations,,256.4335999
2005,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",,,261.0517883
2005,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of rubber and plastic products,,168.6549154
2005,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,,93.34037373
2005,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Manufacture of glass, refractory, clay, porcelain, ceramic, stone products",50.98215128
